dataset,contraction,node_num,gamma,label_dist_avg_error,label_dist_error
Flickr,EC,493,0.49,0.022182545543153805,0.0011415525114457066,0.005514368481078081,0.05851388465056024,0.03190116171863395,0.01825117809858565,0.039233540520187564,0.0007221328215854617
Flickr,EC,493,0.49,0.022182545543153805,0.0011415525114457066,0.005514368481078081,0.05851388465056024,0.03190116171863395,0.01825117809858565,0.039233540520187564,0.0007221328215854617
Flickr,EC,1007,0.49,0.013230470626596685,0.005109212680219385,0.0050567113289212515,0.019584149888864522,0.020826244262162275,0.007416630226163391,0.033316725516127445,0.0013036204837185267
Flickr,EC,1499,0.49,0.009784780613925747,0.014468549809490448,0.007901433633410232,0.021471541499673258,0.008079978727104333,0.00035309150425219906,0.008278385360597038,0.007940483762952725
Flickr,EC,2004,0.49,0.004328931261285375,0.00014468779339439538,0.005388320789608484,0.0006160245880262052,0.010719819103082368,0.0010813513969789262,0.009856005554882825,0.002496309603024416
Flickr,EC,2998,0.49,0.002400896291270927,0.002523371745519678,0.001011860255871051,0.0026536865285144554,0.001957015632825781,0.0003530915042543485,0.008278385360598993,2.8863011312184165e-05
Flickr,EC,4003,0.49,0.003052544026648539,0.007379739168253096,0.0015660552664972123,0.000632269160931937,0.00031270253606060296,0.0001663611293433475,0.011117379531347782,0.00019330139410579552
Flickr,EC,6000,0.49,0.0015084806919149565,0.0038051750380760827,4.339273312171605e-05,0.0013827433628011956,0.0004370629370390936,0.0009164859002327508,0.003336681974720736,0.0006378228974131207
Flickr,EC,7997,0.49,0.0010259465623304101,0.0020158815263849454,0.00044239570634833545,5.2563959666975614e-06,0.00148307363516547,0.00016058082518868034,0.002645294511247162,0.0004291433360115811
Flickr,EC,9988,0.49,0.0017680023794327104,0.0020416051773748346,0.000133763849230397,0.00023833910430080135,0.0038745795654280663,0.00020697287936524396,0.00539706200826433,0.0004836940720652995
Flickr,EC,15003,0.49,0.0008046351345425384,0.0016546918926253654,0.00018760422868806468,0.0011825068614068,0.001598281742295962,7.113544760237586e-05,0.000574856326067305,0.0003633694431118957
Flickr,EC,20005,0.49,0.0010099652584912829,0.0007558041995797744,0.0009980147869610284,0.001132460247727046,0.0007305865841763294,0.0003014430774636762,0.0026590654287781063,0.0004923824847530192
Flickr,EC,29996,0.49,0.00038776889378186024,0.00027575975120831077,0.00016754528934897044,0.0003645028776720768,0.000653467082311731,0.0004045369461412979,0.0007996091021134474,4.896120767718715e-05
